initials;initials-all;full-name;first-name;last-name;action-object;description;date-of-birth
GD;GD;Guillaume Depardieu;Guillaume;Depardieu;;French actor;1971-04-07
GD;GD;George Darwin;George;Darwin;;England;1845-07-09
GE;GE;Giancarlo Esposito;Giancarlo;Esposito;;American actor;1958-04-26
GE;GE;Gareth Edwards;Gareth;Edwards;;British film director;1975-01-01
GE;GE;Gad Elmaleh;Gad;Elmaleh;;French actor and comedian;1971-04-19
GE;GE;Gustave Eiffel;Gustave;Eiffel;;French civil engineer and architect;1832-12-15
GE;GE;Gloria Estefan;Gloria;Estefan;;Musician;1957-09-01
GE;GE;Gaby Espino;Gaby;Espino;;Venezuelan actor;1977-11-15
GE;GE;Guy Ecker;Guy;Ecker;;Brazilian actor;1959-02-09
GE;GE;George Eastman;George;Eastman;;American businessman;1854-07-12
GE;GE;George Eads;George;Eads;;American actor;1967-03-01
GE;GE;Graham Elliot;Graham;Elliot;;American Celebrity Chef;1977-01-04
GE;GE;George Enescu;George;Enescu;;Romanian composer, musician;1881-08-19
GE;GE;Ghoul El;Ghoul;El;;Producer;1986-04-02
GE;GE;Guerrouj El;Guerrouj;El;;Moroccan former middle distance runner;1974-09-14
GE;GE;Gigi Edgley;Gigi;Edgley;;Australian actor;1977-11-16
GE;GE;Gudrun Ensslin;Gudrun;Ensslin;;German terrorist;1940-08-15
GE;GE;Greg Ellis;Greg;Ellis;;British actor;1968-03-21
GE;GE;Garth Ennis;Garth;Ennis;;Irish comics writer;1970-01-16
GE;GE;Gareth Evans;Gareth;Evans;;Filmmaker;1985-01-01
GE;GBE;Georgia Engel;Georgia;Engel;;American actress;1948-07-28
GE;GE;Gareth Emery;Gareth;Emery;;English/Welsh Electronic dance music producer and DJ;1980-07-18
GE;GE;Gideon Emery;Gideon;Emery;;British actor;1972-09-12
GE;GE;Gertrude Ederle;Gertrude;Ederle;;American swimmer, Olympic gold medalist, former world record-holder;1905-10-23
GE;GE;George Elokobi;George;Elokobi;;Footballer;1986-01-31
GE;GE;Gil Evans;Gil;Evans;;American musician;1912-05-13
GE;GE;Greg Evigan;Greg;Evigan;;Actor;1953-10-14
GE;GE;George Englund;George;Englund;;Film director;1926-06-22
GE;GE;Glaoui El;Glaoui;El;;Actor and director;1956-05-26
GE;GE;Gavin Esler;Gavin;Esler;;British journalist;1953-02-27
GE;GE;Geoff Edwards;Geoff;Edwards;;Game show host;1931-02-15
GE;GE;Greg Egan;Greg;Egan;;Australian science fiction writer;1961-08-20
GS;GS;Gary Sinise;Gary;Sinise;;American actor;1955-03-17
GS;GS;George Soros;George;Soros;;speculator, investor, philanthropist, political activist;1930-08-12
GS;GS;Gwen Stefani;Gwen;Stefani;;American singer-songwriter;1969-10-03
GS;GBS;George Shaw;George;Shaw;;Irish playwright, critic, and political activist;1856-07-26
GS;GS;Gene Simmons;Gene;Simmons;;Israeli actor and musician;1949-08-25
GS;GS;Georges St-Pierre;Georges;St-Pierre;;Canadian martial artist;1981-05-19
GS;GS;Graf Schenk;Graf;Schenk;;German army officer and Catholic aristocrat;1907-11-15
GS;GS;George Sand;George;Sand;;Author;1804-07-01
GS;GS;Gabourey Sidibe;Gabourey;Sidibe;;Actress;1983-05-06
GS;GS;Green Simon;Green;Simon;;Musician;1976-03-30
GS;GS;George Strait;George;Strait;;American singer;1952-05-18
GS;GS;Gertrude Stein;Gertrude;Stein;;American writer, poet;
GS;GS;Grace Slick;Grace;Slick;;American musician, writer and painter;1939-10-30
GS;GS;George Scott;George;Scott;;Actor;1927-10-18
GS;GMS;Gloria Steinem;Gloria;Steinem;;American activist;1934-03-25
GS;GOAS;Galenskaparna Shave;Galenskaparna;Shave;;Swedish comedian;
GS;GS;Girolamo Savonarola;Girolamo;Savonarola;;Italian Dominican friar;1452-09-21
GS;GS;Gabriela Spanic;Gabriela;Spanic;;Venezuelan actor;1977-12-10
GS;GS;Gloria Stuart;Gloria;Stuart;;Actress;1910-07-04
GS;GS;Gradidson Sizemore;Gradidson;Sizemore;;American professional baseball outfielder;1982-08-02
GS;GS;Gil Scott-Heron;Gil;Scott-Heron;;American musician;1949-04-01
GS;GS;Gloria Swanson;Gloria;Swanson;;American actress;1899-03-27
GS;GS;George Stephenson;George;Stephenson;;British engineer;1781-06-09
GS;GS;George Santayana;George;Santayana;;20th-century Spanish-American philosopher associated with Pragmatism;1863-12-16
GS;GS;Georges Simenon;Georges;Simenon;;author;1903-02-13
GS;GS;George Stinney;George;Stinney;;American murderer;1929-10-21
GS;GS;Georg Simmel;Georg;Simmel;;Germany;1858-03-01
GS;GS;George Segal;George;Segal;;Actor, musician;1924-02-13
GS;GS;Gregor Schlierenzauer;Gregor;Schlierenzauer;;Austrian ski jumper;1990-01-07
GS;GS;George Sanders;George;Sanders;;British actor;1906-07-03
GG;GG;Galileo Galilei;Galileo;Galilei;;Italian mathematician, physicist, philosopher and astronomer;
GG;GG;Grant Gustin;Grant;Gustin;;American actor;1990-01-14
GG;GG;Gracie Gold;Gracie;Gold;;American figure skater;1995-08-17
GG;GG;Gal Gadot;Gal;Gadot;;Israeli actor and model;1985-04-30
GG;GG;Greta Garbo;Greta;Garbo;;actress;1905-09-18
GG;GG;Ginnifer Goodwin;Ginnifer;Goodwin;;Actress;1978-05-22
GG;GG;Giuseppe Garibaldi;Giuseppe;Garibaldi;;Italian general and patriot;1807-07-04
GG;GG;Greta Gerwig;Greta;Gerwig;;American actress;1983-08-04
GG;GG;George Gershwin;George;Gershwin;;American composer;1898-09-26
GG;GG;Gina Gershon;Gina;Gershon;;Actress;1962-06-10
GG;GG;George Gore;George;Gore;;American actor;1982-12-15
GG;GG;Gilbert Gottfried;Gilbert;Gottfried;;American actor;1955-02-28
GG;GG;Gerard Gordeau;Gerard;Gordeau;;Dutch wrestler;
GG;GG;Gippy Grewal;Gippy;Grewal;;Singer. Actor;1983-01-02
GG;GG;Glenn Greenwald;Glenn;Greenwald;;American political journalist, lawyer, columnist, blogger, and author;1967-03-06
GG;GHG;Glenn Gould;Glenn;Gould;;Canadian classical pianist;1932-09-25
GG;GG;Greer Garson;Greer;Garson;;Actress;1904-09-29
GG;GIG;Gennaro Gattuso;Gennaro;Gattuso;;Footballer and manager;1978-01-09
GG;GG;Gary Glitter;Gary;Glitter;;Singer–songwriter, musician;1944-05-08
GG;GG;Graeme Gilbert;Graeme;Gilbert;;;
GG;GG;Grace Gummer;Grace;Gummer;;American actor;1986-05-09
GG;GG;Greg Giraldo;Greg;Giraldo;;American comedian;1965-12-10
GG;GG;Gloria Gaynor;Gloria;Gaynor;;American singer;1949-09-07
GG;GG;Galloway George;Galloway;George;;politician;1954-08-16
GG;GG;Gerald Green;Gerald;Green;;American basketball player;1986-01-26
GG;GG;Gracie Glam;Gracie;Glam;;American pornographic actor;1990-09-30
GG;GG;Gabrielle Giffords;Gabrielle;Giffords;;American politician;1970-06-08
GG;GG;Gareth Gates;Gareth;Gates;;British singer;1984-07-12
GG;GG;Gilberto Gil;Gilberto;Gil;;Brazilian Minister of Culture, guitarist, singer, songwriter;1942-06-29
GG;GG;Gennady Golovkin;Gennady;Golovkin;;Boxer;1982-04-08
GH;GH;George Harrison;George;Harrison;;Rock musician;1943-02-25
GH;GH;Gene Hackman;Gene;Hackman;;actor;1930-01-01
GH;GH;George Huang;George;Huang;;Director, producer, writer;
GH;GWFH;Georg Hegel;Georg;Hegel;;German philosopher;1770-08-27
GH;GDH;Guy Homem-Christo;Guy;Homem-Christo;;French musician;
GH;GH;Goldie Hawn;Goldie;Hawn;;American actress;1945-11-21
GH;GH;Geri Halliwell;Geri;Halliwell;;Singer, songwriter, actress, author, philanthropist;1973-08-06
GH;GH;Grace Helbig;Grace;Helbig;;American comedian;1985-09-27
GH;GH;Garrett Hedlund;Garrett;Hedlund;;Actor;1984-09-03
GH;GFH;George Handel;George;Handel;;Baroque composer;1685-02-23
GH;GH;Grace Hopper;Grace;Hopper;;American computer scientist and United States Navy officer.;1906-12-09
GH;GH;Gheorghe Hagi;Gheorghe;Hagi;;Romanian footballer;1965-02-05
GH;GH;Georgie Henley;Georgie;Henley;;English actress;1995-07-09
GH;GH;Glenn Howerton;Glenn;Howerton;;Actor;1976-04-13
GH;GH;Gabriel Heinze;Gabriel;Heinze;;Argentine footballer;1978-04-19
GH;GH;G Hannelius;G;Hannelius;;Actress;1998-12-22
GH;GH;Gaby Hoffmann;Gaby;Hoffmann;;Actress;1982-01-08
GH;GH;Gale Harold;Gale;Harold;;American soccer player;1969-07-10
GH;GH;Gordie Howe;Gordie;Howe;;Canadian ice hockey player;1928-03-31
GH;GH;Geert Hofstede;Geert;Hofstede;;Dutch scientist;1928-10-02
GH;GH;Grant Hill;Grant;Hill;;American basketball player;1972-10-05
GH;GH;Guus Hiddink;Guus;Hiddink;;Dutch footballer and manager;1946-11-08
GH;GH;Gregory Hines;Gregory;Hines;;American actor and dancer;1946-02-14
GH;GTH;Gustav Holst;Gustav;Holst;;English composer;1874-09-21
GH;GH;Godwinson Harold;Godwinson;Harold;;King of England;
GH;GH;Glen Hansard;Glen;Hansard;;Irish musician, songwriter;1970-04-21
GH;GH;Glenn Hughes;Glenn;Hughes;;British singer-songwriter;1951-08-21
GH;GH;Grace Hightower;Grace;Hightower;;American actor;1955-04-07
GH;GH;Gregory Helms;Gregory;Helms;;Professional wrestler;1974-07-12
GH;GH;Greg Hardy;Greg;Hardy;;American football defensive end;1988-07-28
GN;GN;Giorgio Napolitano;Giorgio;Napolitano;;President of Italy;1925-06-29
GN;GN;Gabe Newell;Gabe;Newell;;;1962-11-03
GN;GAN;Gamal Nasser;Gamal;Nasser;;Egyptian president;1918-01-15
GN;GN;Graham Norton;Graham;Norton;;Actor, comedian, television presenter;1963-04-04
GN;GN;Gary Numan;Gary;Numan;;British musician;1958-03-08
GN;GN;Graham Nash;Graham;Nash;;British singer;1942-02-02
GN;GN;Gary Neville;Gary;Neville;;Professional footballer;1975-02-18
GN;GN;Gayatri Nair;Gayatri;Nair;;British musician;2001-05-06
GN;GN;Govind Namdev;Govind;Namdev;;Indian actor;
GN;GN;Gavin Newsom;Gavin;Newsom;;American mayor;1967-10-10
GN;GN;Gustav Noske;Gustav;Noske;;German politician;1868-07-09
GN;GN;Gianna Nannini;Gianna;Nannini;;Italian singer/songwriter;1954-06-14
GN;GN;Gordon Nutt;Gordon;Nutt;;English professional footballer;1932-11-08
GN;GN;Genevieve Nnaji;Genevieve;Nnaji;;Nigerian singer;1979-05-03
GN;GN;Gunnar Nelson;Gunnar;Nelson;;Icelandic martial artist;1988-07-28
GN;GN;George Newbern;George;Newbern;;American actor;1964-12-10
GN;GN;Greg Norman;Greg;Norman;;Professional golfer;1955-02-10
GN;GN;Gabriel Narutowicz;Gabriel;Narutowicz;;The first elected President of the Poland;1865-03-17
GN;GN;Gyu Nam;Gyu;Nam;;Korean actor and singer;1985-04-26
GN;GN;Gunnar Nordahl;Gunnar;Nordahl;;Swedish footballer and manager;1921-10-19
GN;GN;George North;George;North;;Welsh rugby union player;1992-04-13
GN;GLN;Gena Nolin;Gena;Nolin;;Actress, model;1971-11-29
GN;GN;Gianella Neyra;Gianella;Neyra;;Peruvian actor;1977-05-03
GN;GN;Go Nagai;Go;Nagai;;Japanese author and manga artist;1945-09-06
GN;GN;Gary Neal;Gary;Neal;;American basketball player;1984-10-03
GN;GN;Gregory Nicotero;Gregory;Nicotero;;American actor;1963-03-15
GN;GN;Grover Norquist;Grover;Norquist;;Conservative Lobbyist;1956-10-19
GN;GN;Gulzarilal Nanda;Gulzarilal;Nanda;;Prime Minister of India;1898-07-04
GN;GN;Geoff Nicholls;Geoff;Nicholls;;English musician;1948-02-28
GN;GDBN;Giovanni Nere;Giovanni;Nere;;;1498-04-05
HO;HJO;Haley Osment;Haley;Osment;;Actor;1988-04-10
HO;HO;Hakeem Olajuwon;Hakeem;Olajuwon;;Basketball player;1963-01-21
HO;HO;Hiroo Onoda;Hiroo;Onoda;;Imperial Japanese Army intelligence officer, World War II;1922-03-19
HO;HO;Heather O'Rourke;Heather;O'Rourke;;Actor;1975-12-27
HO;HO;Hayley Okines;Hayley;Okines;;;1997-12-03
HO;HO;Horace Orford;Horace;Orford;;British politician and Baron;1717-09-24
HO;HO;Haruko Obokata;Haruko;Obokata;;;1983-01-01
HO;HO;Hervin Ongenda;Hervin;Ongenda;;French footballer;1995-06-24
HO;HO;Hans Oster;Hans;Oster;;German general;1887-08-09
HO;HO;Herta Oberheuser;Herta;Oberheuser;;Nazi physician;1911-05-15
HO;HO;Ha Oh;Ha;Oh;;singer;1996-07-19
HO;HO;Hermann Oberth;Hermann;Oberth;;German physicist;1894-06-25
HO;HO;Hugh Obrian;Hugh;Obrian;;Actor and United States Marine;1925-04-19
HO;HWO;Hans Olm;Hans;Olm;;German comedian;1955-02-01
HO;HO;Hailey Owens;Hailey;Owens;;American murder victim;
HO;HO;Hardiman Olinka;Hardiman;Olinka;;French actress;1960-01-16
HO;HO;Hiroya Oku;Hiroya;Oku;;Japanese manga artist;1967-09-16
HO;HO;Hal Ozsan;Hal;Ozsan;;British actor;1976-10-26
HO;HO;Hotsumi Ozaki;Hotsumi;Ozaki;;Japanese journalist;1901-01-01
HO;HO;Harri Olli;Harri;Olli;;Finnish ski jumper;1985-01-15
HO;HO;H� Ortiz;H�;Ortiz;;Footballer;1928-12-20
HO;HO;Henry O;Henry;O;;Chinese-American actor and director;1927-07-27
HO;HO;Hussein Onn;Hussein;Onn;;;1922-02-12
HO;HUO;Hans Obrist;Hans;Obrist;;;1968-01-01
HO;HO;Helen Oyeyemi;Helen;Oyeyemi;;British author;1984-12-10
HO;HO;Henrik Ojamaa;Henrik;Ojamaa;;Estonian footballer;1991-05-20
HO;HO;Hyun Oh;Hyun;Oh;;South Korean model;1970-03-25
HO;HO;Hiromi Oshima;Hiromi;Oshima;;Japanese model;1980-01-06
HO;HSO;Henry Olcott;Henry;Olcott;;Union (American Civil War);1832-08-02
HO;HO;Herrera Olaya;Herrera;Olaya;;President of Colombia;1880-11-12
HA;HA;Hayley Atwell;Hayley;Atwell;;English actress;1982-04-05
HA;HCA;Hans Andersen;Hans;Andersen;;Danish novelist, short story writer, fairy tales writer, and poet;1805-04-02
HA;HA;Hannah Arendt;Hannah;Arendt;;German-born American political theorist;1906-10-14
HA;HA;Hank Azaria;Hank;Azaria;;American actor;1964-04-25
HA;HA;Hank Aaron;Hank;Aaron;;Retired American baseball player;1934-02-05
HA;HA;Herb Alpert;Herb;Alpert;;American jazz musician and record producer;1935-03-31
HA;HA;Hugo Almeida;Hugo;Almeida;;Portuguese footballer;1984-05-23
HA;HA;Hashim Amla;Hashim;Amla;;Cricketer;1983-03-31
HA;HA;Hiromu Arakawa;Hiromu;Arakawa;;Japanese manga artist;1973-05-08
HA;HA;Henderson Anthony;Henderson;Anthony;;Rap artist;1973-06-17
HA;HA;Hoodie Allen;Hoodie;Allen;;American hip hop musician;1988-08-19
HA;HA;Hafez Assad;Hafez;Assad;;President of Syria 1970–2000;1930-10-06
HA;HA;H Asquith;H;Asquith;;British politician;1852-09-12
HA;HA;Hiroaki Aoki;Hiroaki;Aoki;;Japanese wrestler;1938-10-09
HA;HA;Horatio Alger;Horatio;Alger;;Novelist;1832-01-13
HA;HA;Hakan Altun;Hakan;Altun;;Singer-songwriter;1972-01-01
HA;HA;Henry Arnold;Henry;Arnold;;United States general;1886-06-25
HA;HA;Hasan Al;Hasan;Al;;Cricketer;1986-03-24
HA;HA;Hany Abu-Assad;Hany;Abu-Assad;;Palestinian film director;1961-10-11
HA;HA;Hitomi Aizawa;Hitomi;Aizawa;;Japanese actress;1982-08-22
HA;HA;Huma Abedin;Huma;Abedin;;American politician;1976-07-28
HA;HA;Hafizullah Amin;Hafizullah;Amin;;Afghan president;1929-08-01
HA;HLA;Harvey Atwater;Harvey;Atwater;;Political consultant;1951-02-27
HA;HA;Hugues Aufray;Hugues;Aufray;;French singer-songwriter;1929-08-18
HA;HA;Hoyt Axton;Hoyt;Axton;;American country singer;1938-03-25
HA;HA;Halim Abdul;Halim;Abdul;;Yang di-Pertuan Agong;1927-11-28
HA;HA;Hamid Ansari;Hamid;Ansari;;Vice President;1937-04-01
HA;HA;Holly Aird;Holly;Aird;;English television actress;1969-05-18
HA;HA;Hotaru Akane;Hotaru;Akane;;Model, AV idol;1983-10-25
HA;HA;Hal Ashby;Hal;Ashby;;Film director;
HB;HB;Hermann Burger;Hermann;Burger;;Swiss writer;1942-07-10
HB;HBB;Halle Berry;Halle;Berry;;American actress;1966-08-14
HB;HB;Humphrey Bogart;Humphrey;Bogart;;Actor;1899-12-25
HB;HB;Harry Belafonte;Harry;Belafonte;;American musician;1927-03-01
HB;HB;Hieronymus Bosch;Hieronymus;Bosch;;Artist;
HB;HB;Hilarie Burton;Hilarie;Burton;;American actor;1982-07-01
HB;HB;Hugh Bonneville;Hugh;Bonneville;;British actor;1963-11-10
HB;HB;Hamilton Bethany;Hamilton;Bethany;;A wonderful American surfer;1990-02-08
HB;HB;Hector Berlioz;Hector;Berlioz;;French composer;1803-12-11
HB;HB;Hassanal Bolkiah;Hassanal;Bolkiah;;Royal Air Force air marshals;1946-07-15
HB;HB;Henri Bergson;Henri;Bergson;;philosopher;1859-10-18
HB;HJB;H Benjamin;H;Benjamin;;American actor, writer and comedian;1966-05-23
HB;HB;Hannibal Buress;Hannibal;Buress;;American comedian and writer;1983-02-04
HB;HB;Honor Blackman;Honor;Blackman;;Actress;1925-08-22
HB;HB;Harman Baweja;Harman;Baweja;;Indian actor;1980-11-13
HB;HB;Harold Bloom;Harold;Bloom;;Writer, literary and cultural critic;1930-07-11
HB;HB;Holger Badstuber;Holger;Badstuber;;German footballer;1989-03-13
HB;HPB;Helena Blavatsky;Helena;Blavatsky;;Russian writer;1831-08-12
HB;HB;Heston Blumenthal;Heston;Blumenthal;;;1966-05-27
HB;HB;Herb Brooks;Herb;Brooks;;American ice hockey player and coach;1937-08-05
HB;HB;Haley Bennett;Haley;Bennett;;American actress and singer;1988-01-07
HB;HB;Harry Beck;Harry;Beck;;;1902-06-04
HB;HWB;Horst Buchholz;Horst;Buchholz;;German actor;1933-12-04
HB;HB;Hodgy Beats;Hodgy;Beats;;American rapper;1990-11-09
HB;HPDB;Hebe Bonafini;Hebe;Bonafini;;President of the Association of Mothers of Plaza de Mayo;1928-12-04
HB;HB;Hans Bethe;Hans;Bethe;;Physicist;1906-07-02
HB;HB;Hermione Baddeley;Hermione;Baddeley;;Actress;1906-11-13
HB;HB;Henry Bessemer;Henry;Bessemer;;;1813-01-19
HB;HB;Harsha Bhogle;Harsha;Bhogle;;Indian cricket commentator;1961-07-19
HB;HB;Hugo Black;Hugo;Black;;U.S. Supreme Court justice;1886-02-27
HC;HRC;Hillary Clinton;Hillary;Clinton;;U.S. Secretary of State, U.S. Senator, U.S. First Lady;1947-10-26
HC;HC;Harry Connick;Harry;Connick;;American musician;1967-09-11
HC;HC;Hayden Christensen;Hayden;Christensen;;Canadian actor;1981-04-19
HC;HC;Henry Cavill;Henry;Cavill;;British actor;1983-05-05
HC;HC;Helena Christensen;Helena;Christensen;;Danish model;1968-12-25
HC;HMC;Holly Combs;Holly;Combs;;Actress, television producer;1973-12-03
HC;HC;Henri Cartier-Bresson;Henri;Cartier-Bresson;;French photographer;1908-08-22
HC;HIC;Henry Cusick;Henry;Cusick;;Scottish-Peruvian actor;1967-04-17
HC;HJC;Hendrik Cruijff;Hendrik;Cruijff;;Dutch footballer and coach;1947-04-25
HC;HC;Horse Crazy;Horse;Crazy;;Oglala Sioux (Lakota) chief;
HC;HC;Harlan Coben;Harlan;Coben;;Author;1962-01-04
HC;HC;Henry Clay;Henry;Clay;;American politician;1777-04-12
HC;HC;Howard Carter;Howard;Carter;;British Egyptologist;1874-05-09
HC;HC;Hathcock Carlos;Hathcock;Carlos;;United States Marine Corps Sniper;1942-05-20
HC;HC;Ha Clinton-Dix;Ha;Clinton-Dix;;American football player;1993-03-08
HC;HSC;Houston Chamberlain;Houston;Chamberlain;;English author of books;1855-09-09
HC;HC;Harry Chapin;Harry;Chapin;;American musician;1942-12-07
HC;HC;Henry Cavendish;Henry;Cavendish;;Scientist;1731-10-10
HC;HC;Henry Czerny;Henry;Czerny;;Canadian actor;1959-02-08
HC;HC;Howard Charles;Howard;Charles;;British actor;
HC;HC;Herman Cain;Herman;Cain;;;1945-12-13
HC;HC;Hume Cronyn;Hume;Cronyn;;Actor;1911-07-18
HC;HC;Hoagy Carmichael;Hoagy;Carmichael;;composer, pianist, singer, actor, and bandleader;1899-11-22
HC;HC;Harry Corbett;Harry;Corbett;;British actor;1925-02-28
HC;HC;Honey Cocaine;Honey;Cocaine;;;1992-10-22
HC;HWC;Howard Cosell;Howard;Cosell;;American sportscaster;1918-03-25
HC;HEC;Harold Camping;Harold;Camping;;American doomsday prophet;1921-07-19
HC;HC;Hayko Cepkin;Hayko;Cepkin;;Musician;1978-03-11
HC;HC;Hiawatha Chief;Hiawatha;Chief;;Founder of the Iroquois League;
HC;HC;Hong Choi;Hong;Choi;;South Korean martial artist;1980-10-30
HD;HD;Hilary Duff;Hilary;Duff;;American actress, singer;1987-09-28
HD;HD;Hugh Dancy;Hugh;Dancy;;English actor and model;1975-06-19
HD;HD;Howie Dorough;Howie;Dorough;;American male singer;1973-08-22
HD;HD;Haylie Duff;Haylie;Duff;;Actress, singer-songwriter;1985-02-19
HD;HD;Hamida Djandoubi;Hamida;Djandoubi;;French murderer;1949-01-01
HD;HD;Howard Dean;Howard;Dean;;Chairman of the Democratic National Committee;1948-11-17
HD;HD;Hieronim Dekutowski;Hieronim;Dekutowski;;;1918-01-01
HD;HD;Hope Davis;Hope;Davis;;Actress;1964-03-23
HD;HD;Hugh Dennis;Hugh;Dennis;;Comedian;1962-02-13
HD;HD;Huey Dunbar;Huey;Dunbar;;American musician;1974-05-15
HD;HD;Hannah Davis;Hannah;Davis;;American model;1990-05-05
HD;HD;Hutch Dano;Hutch;Dano;;American actor;1992-05-21
HD;HD;Henry Darger;Henry;Darger;;Author, artist;1892-04-12
HD;HD;Heather Donahue;Heather;Donahue;;American actress and writer;1974-12-22
HD;HD;Hope Dworaczyk;Hope;Dworaczyk;;;1984-11-21
HD;HD;Henri Dutilleux;Henri;Dutilleux;;French composer;1916-01-22
HD;HD;Hrant Dink;Hrant;Dink;;newspaper editor, journalist and columnist;1954-09-15
HD;HGD;Hans Dehmelt;Hans;Dehmelt;;Germany;1922-09-09
HD;HD;Hugh Dillon;Hugh;Dillon;;Canadian actor and singer;1963-05-31
HD;HD;Herman Daendels;Herman;Daendels;;Dutch politician;1761-01-01
HD;HD;Hans Dijkstal;Hans;Dijkstal;;Dijkstal, Henri Frans;1943-02-28
HD;HD;Howard Donald;Howard;Donald;;English singer and DJ;1968-04-28
HD;HD;Howard Deutch;Howard;Deutch;;Film director, television director;1950-09-14
HD;HD;Harry Daghlian;Harry;Daghlian;;Physicist. Died of radiation poisoning.;1921-05-04
HD;HD;Henry Darrow;Henry;Darrow;;Actor;1933-09-15
HD;HD;Hippolyte Delaroche;Hippolyte;Delaroche;;French painter;1797-07-17
HD;HD;Harrow Den;Harrow;Den;;Italian musician;1962-06-04
HD;HD;Hilary Devey;Hilary;Devey;;Entrepreneur, businesswoman, and television personality;1954-03-01
HD;HD;Hugh Despenser;Hugh;Despenser;;Knight of Hanley Castle, Worcestershire; King's Chamberlain (office);1286-01-01
HD;HD;Howard Dully;Howard;Dully;;;1948-11-30
HE;HAE;Hans Einstein;Hans;Einstein;;American engineer;1904-05-14
HE;HE;Harvey Esajas;Harvey;Esajas;;Dutch footballer;1974-06-13
HE;HJE;Harlan Ellison;Harlan;Ellison;;American science fiction writer;1934-05-27
HE;HE;Hermann Ebbinghaus;Hermann;Ebbinghaus;;German psychologist;1850-01-24
HE;HE;Heinz Erhardt;Heinz;Erhardt;;German entertainer;1909-02-20
HE;HE;Hans Eysenck;Hans;Eysenck;;Psychologist;1916-03-04
HE;HE;Harry Enfield;Harry;Enfield;;English actor, comedian, writer;1961-05-30
HE;HE;Hamdaoui El;Hamdaoui;El;;Moroccan footballer;1984-07-14
HE;HE;Henry Every;Henry;Every;;English pirate;1659-08-23
HE;HME;Hans Enzensberger;Hans;Enzensberger;;German writer;1929-11-11
HE;HE;Hannelore Elsner;Hannelore;Elsner;;German actor;1942-07-26
HE;HE;Havelock Ellis;Havelock;Ellis;;British Sexologist;
HE;HE;Herman Edwards;Herman;Edwards;;American football player and coach;1954-04-27
HE;HE;Hanns Eisler;Hanns;Eisler;;German composer;1898-07-06
HE;HE;Harley Earl;Harley;Earl;;American designer;1893-11-22
HE;HE;Hugh Everett;Hugh;Everett;;USA;1930-11-11
HE;HE;Heart Evangelista;Heart;Evangelista;;Filipino actress, singer and television personality;1985-02-14
HE;HE;Herb Edelman;Herb;Edelman;;Actor;1933-11-05
HE;HE;Hallie Eisenberg;Hallie;Eisenberg;;American actor;1992-08-02
HE;HE;Huw Edwards;Huw;Edwards;;Welsh journalist;1961-08-18
HE;HE;Horst Ehmke;Horst;Ehmke;;politician of the Social Democratic Party of Germany;1927-02-04
HE;HE;Hugo Enomiya-Lassalle;Hugo;Enomiya-Lassalle;;German Jesuit priest;1898-11-11
HE;HE;Hans Erni;Hans;Erni;;Swiss artist;1909-02-21
HE;HE;Hans Eichel;Hans;Eichel;;German politician;1941-12-24
HE;HE;Hubertus Ernst;Hubertus;Ernst;;Catholic bishop;1917-04-08
HE;HE;Harry Eden;Harry;Eden;;British actor;1990-03-01
HE;HE;Harry Elliott;Harry;Elliott;;Baseball player;1923-10-30
HE;HE;Heath Evans;Heath;Evans;;Player of American football;1978-12-30
HE;HWE;Hiram Evans;Hiram;Evans;;American dentist and secret society leader (Klansman);1881-09-26
HE;HE;Horace Engdahl;Horace;Engdahl;;Swedish literary historian, Permanent secretary of the Swedish Academy;1948-12-30
HS;HS;Harry Styles;Harry;Styles;;British singer;1994-02-01
HS;HS;Hussein Saddam;Hussein;Saddam;;President of Iraq;1937-04-28
HS;HS;Helú Slim;Helú;Slim;;Telcom magnate;1940-01-28
HS;HS;Hilary Swank;Hilary;Swank;;Actress, film producer;1974-07-30
HS;HS;Hailee Steinfeld;Hailee;Steinfeld;;Actress;1996-12-11
HS;HAS;Howard Stern;Howard;Stern;;Radio personality;1954-01-12
HS;HDS;Harry Stanton;Harry;Stanton;;Actor;1926-07-14
HS;HS;Herbert Spencer;Herbert;Spencer;;English philosopher;1820-04-27
HS;HBS;Harriet Stowe;Harriet;Stowe;;Abolitionist, author;1811-06-14
HS;HS;Helmut Schmidt;Helmut;Schmidt;;Chancellor of Germany (Federal Republic);1918-12-23
HS;HS;Hannah Simone;Hannah;Simone;;Canadian television host, actress and fashion model;1980-08-03
HS;HGS;Harry Selfridge;Harry;Selfridge;;American businessperson and British retail magnate;1864-01-11
HS;HS;Henryk Sienkiewicz;Henryk;Sienkiewicz;;Polish writer;1846-05-05
HS;HS;Hanns Scharff;Hanns;Scharff;;German interrogator and artist;1907-12-16
HS;HFS;Harold Shipman;Harold;Shipman;;British serial killer;1946-01-14
HS;HDS;Harland Sanders;Harland;Sanders;;United States entrepreneur and businessman;1890-09-09
HS;HS;Hye Song;Hye;Song;;South Korean actress;1981-11-22
HS;HS;Hiroyuki Sanada;Hiroyuki;Sanada;;Japanese actor;1960-10-12
HS;HS;Hillel Slovak;Hillel;Slovak;;Israeli-American musician;1962-04-13
HS;HMS;Hayd� Sosa;Hayd�;Sosa;;Argentine singer;1935-07-09
HS;HS;Howard Shore;Howard;Shore;;Canadian composer;1946-10-18
HS;HMS;Henry Stanley;Henry;Stanley;;British/Welsh explorer; also Union (American Civil War);1841-01-28
